,artist,count,genre
5060,millennium parade,4,Soundtrack
5061,mime,1,post-rock
5062,minthaze,1,beats
5063,miss A,1,k-pop
5064,mitsume,11,japanese
5065,mndbd,4,instrumental hip-hop
5066,mouse on the keys,21,jazz
5067,mr. käfer,1,instrumental hip-hop
5068,mrchild,1,
5069,msftz,1,pop
5070,mt. fujitive,7,instrumental
5071,mt. marcy,4,Lo-Fi
5072,mujo,8,beats
5073,mxmtoon,1,indie
5074,my bloody valentine,5,shoegaze
5075,mynerva,1,
5076,nadezhiko,1,
5077,nanobii,3,happy hardcore
5078,nascar aloe,122,Trap Metal
5079,never young beach,1,japanese
5080,nineishuman,1,newbreed
5081,ninjoi.,1,Lo-Fi
5082,noair,1,slovenian
5083,nohidea,6,beats
5084,nora2r,3,happy hardcore
5085,noripy,1,jp
5086,nyankobrq,4,electronic
5087,o k h o,4,beats
5088,o.o.o,1,witch house
5089,oatmello,5,instrumental
5090,oceanfromtheblue,1,Korean
5091,of Montreal,12,indie
5092,offonoff,9,free jazz
5093,ok all right,1,
5094,omega sunrise,1,80s
5095,omiindustriies,1,
5096,oofoe,1,beats
5097,orion sun,3,Lo-Fi
5098,otesla,7,chill
5099,ovrkast.,2,Hip-Hop
5100,pH-1,21,Korean
5101,pLasterbrain,4,electronic
5102,pantology,1,USA
5103,paris91,1,chillout
5104,park bird,1,Hip-Hop
5105,passepied,11,japanese
5106,pesto tree,1,
5107,phant-trium,1,
5108,pineapple tours,3,indie
5109,pinocchioP,6,vocaloid
5110,plenty,8,J-rock
5111,poplavor,104,
5112,"poplavor, Mami",1,
5113,poplavor; Mami,1,
5114,potsu,7,nu jazz
5115,punchnello,66,Hip-Hop
5116,quickly quickly,2,Hip-Hop
5117,qwaston,1,hyperpop
5118,rainlord.,1,Hip-Hop
5119,ramriddlz,1,rnb
5120,ras,1,grindcore
5121,recovery girl,1,hyperpop
5122,riviwi,1,indie
5123,rum.gold,1,soul
5124,sad toï,3,
5125,sajou no hana,2,female vocalists
5126,sakura burst,1,
5127,sakuraburst,2,idm
5128,salem ilese,14,pop
5129,samtrax,1,mash-ups
5130,santpoort,2,dutch
5131,sasakure.UK,2,vocaloid
5132,satomoka,1,japanese
5133,schnozz,83,mashup
5134,seatrus,2,japanese
5135,senzawa,1,USA
5136,shimo,2,instrumental
5137,showmore,1,Hip-Hop
5138,signum/ii,2,doujin ongaku
5139,siqlo,7,
5140,siromaru,2,schranz
5141,siromaru + cranky,1,j-core
5142,sky_delta,336,japanese
5143,"sky_delta, Risa Yuzuki",1,
5144,sky_delta; Risa Yuzuki,1,
5145,skyfarmer,1,
5146,slchld,9,rnb
5147,sleepdealer,16,beats
5148,slenderbodies,31,indie
5149,sloh rou,3,chill
5150,slowthai,3,Grime
5151,snares,1,dubstep
5152,sogumm,3,Korean
5153,sokodomo,2,Hip-Hop
5154,somunia,2,electronic
5155,soupandreas,1,electronic
5156,soviss,1,
5157,spencer.,3,Lo-Fi
5158,strange world's end,1,Grunge
5159,strxwberrymilk,4,breakcore
5160,submerse,574,future garage
5161,succducc,1,future bass
5162,sugi.wa,14,instrumental hip-hop
5163,sweater,1,korean indie
5164,sōne,1,Lo-Fi
5165,t+pazolite,190,j-core
5166,ta1lsd0ll,6,dariacore
5167,takatin,8,
5168,takayan,31,touhou
5169,tanchiky,5,japanese
5170,teklife,3,footwork
5171,tempalay,6,indie
5172,the GazettE,1,J-rock
5173,the band apart,2,japanese
5174,the chef cooks me,3,japanese
5175,the cold tommy,1,rock
5176,the milky tangerine,1,indie
5177,the peggies,2,japanese
5178,the sworn group,3,indie
5179,the twenties,5,rock
5180,tibz,1,french
5181,tobi lou,13,Hip-Hop
5182,toe,112,post-rock
5183,tofubeats,25,electronic
5184,toketadenkyu,1,japanese alternative rock
5185,"tokiwa, Megumi Takahashi",1,
5186,tokiwa; Megumi Takahashi,1,
5187,tomatoism,2,electronic
5188,trak-side,1,
5189,tres islas,1,electronic
5190,tricot,1332,math rock
5191,trolleycat,1,Hip-Hop
5192,tsubi club,1,rap
5193,tusken.,6,instrumental
5194,tv room,7,indie pop
5195,twenty one pilots,15,electronic
5196,uChill,1,canada
5197,uju,1,city pop
5198,ultmt.,1,Hip-Hop
5199,uncommenn,1,lofi
5200,uncoolclub,1,chill
5201,unicycle dio,1,indie
5202,user-177606669,1,plunderphonics
5203,vanishing girl,7,electronic
5204,veronicavon,1,bedroom pop
5205,vhsceral,12,Hip-Hop
5206,void (Mournfinale),1,electronic
5207,voljum,1,Drum and bass
5208,waiai,3,electronic
5209,wallyPDF,3,
5210,walterwarm,6,instrumental
5211,wami,1,hard rock
5212,wave to earth,1,Korean
5213,waybee,1,
5214,weird inside,1,instrumental hip-hop
5215,will.i.am,2,Hip-Hop
5216,witch's slave,1,
5217,witchgang,1,
5218,woo!ah!,1,k-pop
5219,wüsh,1,Lo-Fi
5220,x0o0x_,2,japanese
5221,xJK.,1,electronic
5222,xaev,122,mashup
5223,xaev & mxri,1,
5224,xi-on,2,touhou
5225,yaca,3,ambient
5226,yasutaka nakata,1,electronic
5227,yaya bey,1,rnb
5228,yeule,2,electronic
5229,yonige,3,japanese
5230,your best friend jippy,1,hip hop
5231,yourness,1,pop
5232,yuigot,169,bass
5233,yung cxreal,1,
5234,yxngxr1,1,trap
5235,zack villere,6,pop
5236,zai.ro,1,Korean
5237,zanoii,1,
5238,zuper,1,electronic
5239,¿Téo?,3,rap
5240,Æther Realm,1,Melodic Death Metal
5241,Éric Serra,1,Soundtrack
5242,×1-1+1,1,
5243,ØDYSSEE,1,beats
5244,österreich,1,math rock
5245,Михаил Иванович Глинка,1,Classical
5246,℃iel,1,touhou
5247,△▃△▓,1,idm
5248,⣎⡇ꉺლ༽இ•̛)ྀ◞ ༎ຶ ༽ৣৢ؞ৢ؞ؖ ꉺლ,4,ambient
5249,【sakuraburst】,3,electronic
5250,あきやまうに,1,touhou
5251,いきものがかり,1,j-pop
5252,おくのほそみち,2,japanese
5253,おもしろ三国志,1,seen live
5254,かたこと,1,
5255,かめりあ,106,Drum and bass
5256,かめりあ feat. ななひら,21,denpa
5257,かめりあ ft. ななひら,1,
5258,かめりあ(EDP),1,
5259,きくお,19,vocaloid
5260,ぐるたみん,1,niconico
5261,さよならポニーテール,1,j-pop
5262,すとぷり,1,japanese
5263,ずっと真夜中でいいのに。,3,j-pop
5264,たかやん,6,japanese
5265,だ,1,touhou
5266,ついったー東方部,6,touhou
5267,なきゃむりゃ,3,vocaloid
5268,ななひら,3,denpa
5269,ぬいぐるみクレヨン Lush Crayon,6,vaporwave
5270,ぬゆり,1,vocaloid
5271,ぷにぷに電機,4,japanese
5272,まさみティー,2,touhou
5273,みぃ＆sawacy,1,
5274,やくしまるえつこ,1,j-pop
5275,ゆらゆら帝国,1,japanese
5276,んoon,5,japan
5277,アトラスサウンドチーム,19,jazz
5278,アナログフィッシュ,3,J-rock
5279,アリアナ・グランデ,2,
5280,アルカラ,2,japanese
5281,アルバン・ベルク,1,
5282,アンジェラ (Vo. Alisa),2,
5283,アンダーソン・パーク,1,
5284,アンノウン モータル オーケストラ,2,
5285,アヴェンジド・セヴンフォールド,1,
5286,アース・ウィンド＆ファイア,2,Disco
5287,イエス,5,
5288,イツエ,4,post-rock
5289,イーゴリ・ストラヴィンスキー,1,
5290,ウィリアム・ボルコム,1,
5291,ウェザー・リポート,1,jazz
5292,エコー&ザ・バニーメン,2,
5293,エド・シーラン,1,
5294,エミ・マイヤー,1,jazz
5295,エリック・サティ,2,french
5296,エリー・ゴールディング,1,
5297,エルトン・ジョン,1,pop
5298,エヴァネッセンス,1,
5299,オアシス,1,rock
5300,オトループ,2,
5301,オリヴィエ・メシアン,1,
5302,オレンジスパイニクラブ,1,rock
5303,オワリカラ,2,japanese
5304,オール・アメリカン・リジェクツ,2,
5305,カイホスルー・ソラブジ,1,
5306,カジャグーグー,1,80s
5307,カスケーダ,1,
5308,カラスは真っ白,15,japanese
5309,ガブリエル・フォーレ,1,
5310,キタニタツヤ,1,rock
5311,キム・ワイルド,3,
5312,キャロル&チューズデイ(Vo.Nai Br.XX&Celeina Ann),4,anime
5313,クイーン,13,classic rock
5314,クラムボン,1,japanese
5315,クロード・ドビュッシー,2,Classical
5316,グッドモーニングアメリカ,2,japanese
5317,グライムス,1,
5318,ケニー・ロギンス,1,rock
5319,ケラーニ,1,
5320,ケリー・クラークソン,1,
5321,ケンドリック・ラマー,23,hip hop
5322,ゲスの極み乙女。,330,japanese
5323,サクラSakura-Lee,1,future funk
5324,サニーデイ・サービス,2,japanese
5325,サンダーキャット,60,
5326,ザ・オーラル・シガレッツ,1,
5327,ザ・キュアー,4,
5328,ザ・キラーズ,1,
5329,ザ・クラッシュ,2,punk
5330,ザ・ポリス,1,rock
5331,ショーン・キングストン,1,
5332,ジェイコブ・コリアー,1,
5333,ジェイソン・デルーロ,1,
5334,ジェイムズ・ブラウン,1,james brown
5335,ジェイ・ロック,1,
5336,ジェシー・J,1,
5337,ジャクソン5,1,funk
5338,ジャネット・ジャクソン,1,
5339,ジョイ・ディヴィジョン,6,new wave
5340,ジョン ウェイト,1,
5341,ジョージ・ガーシュウィン,1,
5342,ジョージ・マイケル,1,pop
5343,スティーリー・ダン,8,
5344,スピッツ,2,japanese
5345,スレイヤー,1,
5346,タイラー・ザ・クリエイター,27,Hip-Hop
5347,チャイルディッシュ・ガンビーノ,10,Hip-Hop
5348,ツミキ,7,2
5349,テイラー・スウィフト,3,shit
5350,テーム・インパラ,3,
5351,デッド・マウス,1,electronic
5352,デビッド・ボウイ,3,
5353,デペッシュ・モード,3,
5354,デュラン・デュラン,3,new wave
5355,トップハムハット狂,1,AO
5356,トラヴィス・スコット,3,
5357,ドレイク,5,
5358,ドージャ・キャット,1,
5359,ナンバーガール,1,rock
5360,ニコライ・メトネル,1,
5361,ニュー・オーダー,3,new wave
5362,ネクライトーキー,2,rock
5363,ハイスクール・ミュージカル・キャスト,1,
5364,ハマ・オカモト,2,
5365,ハム,5,doujin ongaku
5366,ハレトキドキ,6,j-pop
5367,バックストリート・ボーイズ,1,pop
5368,パスピエ,4,japanese
5369,パソコン音楽クラブ,1,techno
5370,ヒギミダリ,1,
5371,ヒトリエ,1,japanese
5372,ビッグ・ボーイ,1,
5373,ビヨンセ,1,beyonce
5374,ピットブル,1,
5375,ピョートル・チャイコフスキー,1,
5376,ピーター・マックスウェル・デイヴィス,1,
5377,フジファブリック,1,J-rock
5378,フランク・オーシャン,5,
5379,フランシュシュ,1,j-pop
5380,フランツ・シューベルト,1,
5381,フランツ・リスト,2,Classical
5382,フレデリック,1,japanese
5383,フレネシ,1,japanese
5384,フロー・ライダー,1,hip hop
5385,ブダモンク,1,
5386,ブライアン・アダムス,1,rock
5387,ブルーノ・マーズ,6,US Pop
5388,ヘイリー・キヨコ,3,
5389,ベニー・シングス,1,
5390,ホール・アンド・オーツ,3,
5391,ボブ・マーリー&ザ・ウェイラーズ,1,
5392,ポスト・マローン,1,
5393,マクロスMACROSS 82-99,5,vaporwave
5394,マック・ミラー,5,
5395,マリリン・マンソン,2,industrial
5396,マーク・ロンソン,1,
5397,ミスター・ビッグ,1,
5398,ミツキヨ,68,japanese
5399,ムック,1,J-rock
5400,モーリス・ラヴェル,1,Classical
5401,ヤなことそっとミュート,1,alternative
5402,ヤユヨ,18,indie rock
5403,ユーリズミックス,1,80s
5404,ヨルシカ,1,j-pop
5405,ヨーロッパ,1,rock
5406,ラン・ザ・ジュエルズ,1,
5407,リック・アストリー,2,pop
5408,リブユウキ,2,
5409,ルシュカ,1,japanese
5410,ルチアーノ・ベリオ,1,
5411,ルパン三世JAM CREW,2,
5412,ルートヴィヒ・ヴァン・ベートーヴェン,1,classic
5413,レイ・シュリマー,1,
5414,レッド・ツェッペリン,1,classic rock
5415,ワン・ダイレクション,1,
5416,ヴィヴィ(Vo.八木海莉),1,japanese
5417,中村佳穂,1,japanese
5418,中路もとめ,1,japanese
5419,今堀恒雄,5,japanese
5420,佐井好子,14,japanese
5421,冨田ラボ,1,japanese
5422,冬馬かずさ,3,japan
5423,冴島大河(小山力也),1,japanese
5424,削除,1,touhou
5425,坂上なち,4,touhou
5426,坂本慎太郎,1,japanese
5427,坂本真綾,1,japanese
5428,大象體操,70,math rock
5429,大象體操 Elephant Gym,3,math rock
5430,大貫妙子,2,japanese
5431,宇宙コンビニ,35,math rock
5432,宝鐘マリン,8,denpa
5433,小野道ono,2,chinese
5434,岡村靖幸,1,japanese
5435,川村ゆみ,9,japanese
5436,平田志穂子,8,Soundtrack
5437,彩音 ～xi-on～,3,touhou
5438,律可,7,japanese
5439,恋は魔物,1,female vocalists
5440,惑星アブノーマル,1,japanese
5441,戌神ころね,1,japanese
5442,打首獄門同好会,2,japanese
5443,斑比Bambii,1,
5444,新田一郎,1,japanese
5445,方大同,1,soul
5446,日本アニメ(ーター)見本市,2,japan
5447,星街すいせい,3,hololive
5448,暁Records,5,doujin
5449,桜乃美々兎 (CV: 小坂井祐莉絵),1,
5450,植松伸夫,2,Soundtrack
5451,椎名林檎,2,japanese
5452,水曜日のカンパネラ,1,japanese
5453,水槽,1,japanese
5454,河豚子,3,shoegaze
5455,深水チエ,2,female vocalists
5456,物語シリーズ,2,j-pop
5457,猫又おかゆ,11,hololive
5458,白い某,2,
5459,百景,7,post-rock
5460,相対性理論,465,japanese
5461,祖堅正慶,1,Soundtrack
5462,稲垣潤一,1,j-pop
5463,稲葉曇,658,japan
5464,米津玄師,23,japanese
5465,美波,9,J-rock
5466,莉犬,1,japanese
5467,蒼-aoi-,1,touhou
5468,西木康智,1,japanese
5469,角巻わため,1,hololive
5470,赤色のグリッター,1,indie
5471,超学生,1,japanese
5472,酒井法子,1,j-pop
5473,鈴木真海子,2,Hip-Hop
5474,鐘 嵐珠 (CV.法元明菜),1,japanese
5475,長沼英樹,9,video game music
5476,長谷川白紙,19,jazz
5477,電音部,59,japanese
5478,須田景凪,1,j-pop
5479,風鈴ぼるけいの,5,instrumental
5480,高田雅史,1,Soundtrack
5481,鯛の小骨,4,touhou
5482,鳳凰火凛 (CV: 健屋花那),1,
5483,黒魔 (Chroma),9,chiptune
5484,김예림,3,Korean
5485,드림캐쳐,1,k-pop
5486,드림캐쳐 (Dreamcatcher),8,rock
5487,루나 & 엠버,1,
5488,마마무(Mamamoo),43,mamamoo
5489,박진영,1,k-pop
5490,박혜진 Park Hye Jin,1,House
5491,서현,1,k-pop
5492,소녀시대,2,k-pop
5493,"에릭남 (Eric Nam), CHEEZE (치즈)",2,pop
5494,에버글로우,2,k-pop
5495,여자친구,2,k-pop
5496,우리집,1,
5497,이달의 소녀,1,k-pop
5498,이달의 소녀 오드아이써클,4,k-pop
5499,태양,1,k-pop
